,,,,Registered Voters,Registered Voters,Registered Voters,Registered Voters,Registered Voters,Registered Voters as  % of Population,Registered Voters as  % of Population,Registered Voters as  % of Population,Registered Voters as  % of Population,Registered Voters as  % of Population,% Democrats,% Democrats,% Democrats,% Democrats,% Democrats,% Republicans,% Republicans,% Republicans,% Republicans,% Republicans,Voter Turnout (%),Voter Turnout (%),Voter Turnout (%),Voter Turnout (%),Voter Turnout (%)
Cape May,Wildwood,1,2,"2,843","2,957","3,089","3,092","3,181",54.83,57.43,60.33,60.99,63.65,22.25,20.21,25.15,26.23,-,24.99,23.31,24.92,25.19,-,26.06,44.78,55.1,27.81,39.42
Cape May,West Wildwood,1,2,422,405,422,400,407,72.88,70.8,74.3,70.67,72.94,26.29,26.36,29.46,29.32,-,41.49,40.05,43.56,43.98,-,66.59,39.75,72.51,51,61.67
Cape May,Upper Township,1,2,"9,467","9,354","9,781","9,816","10,033",78.16,77.86,81.67,82.54,84.62,14.83,14.57,17.25,17.83,-,48.03,47.06,47.7,47.05,-,44.77,25.26,74.59,45.72,61.2
Cape May,Sea Isle City,1,2,"2,033","1,951","1,987","1,878","1,878",97.6,93.48,95.3,90.81,91.88,16.35,16.26,18.16,19.67,-,52.43,51.27,52.7,52.46,-,48.01,36.65,72.42,51.7,68.21
Cape May,North Wildwood,1,2,"3,100","2,968","3,081","2,983","2,971",78.8,76.08,79.37,77.62,78.35,16.22,15.61,18.45,19.13,-,50.95,50.31,51.08,51.04,-,41.48,32.14,68.91,43.88,56.78
Ocean,South Toms River,9,3,"2,093","2,085","2,213","2,208","2,240",55.64,55.81,58.84,58.54,59.31,26.33,24.93,28.64,29.21,-,16.77,16.35,18.01,18.5,-,40.61,20.05,59.33,29.89,45.27
Ocean,Seaside Park,9,3,"1,307","1,287","1,354","1,310","1,298",82.77,82.98,87.3,84.57,84.01,16.83,16.83,18.23,18.02,-,38.94,40.57,41.96,42.67,-,52.56,46.31,70.16,50.76,61.79
Morris,Rockaway Twp,26,11,"16,931","16,839","18,080","18,257","18,944",69.27,68.23,73.63,71.61,73.78,22.77,22.53,25.81,26.94,-,32.77,33.45,34.81,35.33,-,35.96,22.39,74.38,43.45,62.53
Morris,Rockaway,25,11,"4,123","4,082","4,406","4,432","4,552",63.6,62.86,68.01,68.46,71.54,21.22,20.55,24.76,25.74,-,32.74,33.51,34.25,34,-,31.99,20.06,71.52,41.56,58.57
Passaic,Clifton,34,9,"47,409","46,666","51,152","52,064","53,711",55.17,54.05,59.59,60.12,62.99,33.7,33.11,37.62,38.94,-,15.92,15.56,16.58,16.98,-,33.35,18.18,67.91,30.13,49.85
Ocean,Tuckerton,9,2,"2,307","2,266","2,323","2,341","2,388",67.93,67.1,68.77,69.42,70.76,15.91,15.23,17.83,18.54,-,33.55,33.05,35.66,36.48,-,40.31,22.99,67.89,37.98,55.19
Ocean,Toms River,10,3,"61,384","60,692","64,617","64,330","65,135",67.27,66.83,70.36,69.16,69.5,18.35,17.9,20.4,20.82,-,26.38,25.97,29.44,30.52,-,34.6,22.02,70.33,40.03,55.17
Ocean,Stafford,9,"2, 3","19,045","19,039","20,004","20,135","20,544",71.04,70.62,73.67,73.63,74.59,17.81,17.49,19.9,20.15,-,27.18,29.37,32.4,32.88,-,32.74,22.75,70.99,38.04,58.23
Morris,Kinnelon,26,11,"7,507","7,425","8,011","8,078","8,312",72.31,71.45,78.39,79.1,82.76,14.77,14.63,17.13,17.95,-,46.06,46.37,46.44,45.65,-,47.13,14.99,75.32,38.77,62.91
Camden,Laurel Springs,4,1,"1,462","1,320","1,379","1,405","1,450",77.77,70.06,73.2,74.5,77.42,32.59,34.9,38.63,39.51,-,21.17,19.87,20.39,20.47,-,36.25,24.85,71.5,47.9,60.48
Camden,Lindenwold,4,1,"11,308","9,747","10,211","10,077","10,282",64.93,55.83,58.45,57.68,59.39,37.55,43.07,47.47,51.86,-,6.87,7.09,8.1,8.83,-,24.76,14.95,59.45,27.99,44.49
Camden,Merchantville,6,1,"2,793","2,504","2,706","2,677","2,796",73.95,66.28,71.85,71.01,75.3,32.92,36.96,42.15,44.25,-,17.6,16.03,16.43,16.93,-,38.56,21.53,69.18,37.73,55.33
Camden,Mount Ephraim,5,1,"3,331","3,084","3,260","3,319","3,405",71.91,66.48,70.4,71.61,74.07,41.84,41.26,43.81,43.95,-,12.89,13.51,14.91,15.91,-,28.46,22.34,68.71,35.76,55.36
Camden,Waterford,8,2,"7,861","7,325","7,665","7,680","7,825",73.25,68.12,71.28,71.28,73.08,30.43,33.21,34.48,34.89,-,18.09,18.92,21.54,22.7,-,33.43,20.75,68.75,39.24,55.36
Camden,Voorhees,6,1,"21,779","19,938","21,393","21,544","22,183",75.04,67.89,72.78,73.12,75.87,32.32,35.77,39.56,40.92,-,14.59,15.64,17.53,18.21,-,36.54,24.44,69.47,37.78,56.68
Morris,Netcong,25,7,"1,864","1,822","2,005","2,003","2,082",57.28,56.01,62,62.03,65.62,21.08,20.47,24.19,27.01,-,35.41,34.8,36.16,36.99,-,31.71,26.62,71.27,42.24,56.72
Camden,Pine Valley,8,1,15,15,12,12,14,125,125,109.09,109.09,116.67,13.33,30.77,25,23.08,-,83.33,69.23,75,69.23,-,73.33,60,91.67,66.67,92.86
Camden,Pennsauken,6,1,"24,240","22,014","23,522","23,743","24,068",68.16,61.79,65.51,66.07,67.41,37.93,42.47,47.41,50.17,-,10.54,9.13,9.79,10.34,-,31.34,18.2,65.06,32.62,50.06
Camden,Stratford,6,1,"4,978","4,489","4,697","4,704","4,884",71.69,64.01,67.09,67.06,70.1,33.49,33.64,36.75,38.63,-,17.58,18.84,19.24,19.46,-,37.51,39.5,71.02,38.69,55.77
Camden,Runnemede,5,1,"5,893","5,412","5,677","5,689","5,872",70.36,64.57,67.73,67.81,70.59,46.14,47.79,49.09,50.63,-,9.57,10.12,12.37,13.52,-,28.56,16.46,66.62,32.4,49.63
Morris,Madison,27,11,"10,369","10,276","11,073","10,938","11,477",64.32,63.72,68.9,68.22,69.46,25.61,24.98,28.36,30.33,-,31.53,30.82,30.76,30.44,-,41.33,31.02,72.54,45.09,64.12
Morris,Lincoln Park,26,11,"6,697","6,591","7,188","7,149","7,407",63.89,63.34,68.84,68.29,72.29,20.35,20.13,23.66,24.77,-,30.91,30.24,31.5,31.67,-,35.27,10.56,72.65,37.33,57.27
Morris,Mine Hill,25,7,"2,372","2,365","2,566","2,588","2,652",64.86,66.1,71.3,72.03,75.11,22.51,21.61,25.53,26.93,-,30.48,30.06,30.59,30.6,-,35.29,18.94,73.19,40.19,58.75
Morris,Mendham,25,11,"3,920","3,855","4,126","4,078","4,267",78.42,77.08,82.72,81.92,86.9,19.03,18.7,21.26,22.66,-,42.17,41.82,42.46,41.86,-,41.1,16.6,72.42,47.28,62.57
Morris,Morris Twp,25,11,"16,495","16,350","17,619","17,566","18,196",73.07,72.24,78.03,78.11,81.94,26.84,26.22,29.72,31.07,-,32.34,32.14,32.71,32.41,-,43,28.09,73.89,46.35,65.92
Morris,Montville,26,11,"15,107","15,000","16,154","16,181","16,617",69.16,68.65,74.44,74.63,77.9,17.96,17.67,20.56,21.48,-,37,37.68,38.11,38.59,-,35.78,16.18,73.88,39.81,61.82
Morris,Mount Olive,24,7,"16,807","16,747","18,316","18,421","19,243",58.11,57.64,62.88,62.97,66.24,18.85,18.71,23.27,24.59,-,31.2,30.87,31.75,31.95,-,29.65,11.11,70.03,37.2,54.76
Morris,Morristown,25,11,"10,216","10,013","11,060","10,901","11,530",53.53,53.85,58.16,57.26,60.22,39.87,38.91,41.75,43.98,-,17.32,17.51,18.8,19.04,-,29.86,23.23,67.54,38.2,57.09
Salem,Oldmans,3,2,"1,349","1,329","1,397","1,365","1,429",72.96,72.66,77.18,76.17,79.61,27.21,27.39,28.2,26.18,-,29.21,30.25,32.64,27.18,-,45.07,36.72,72.3,45.49,57.45
Salem,Pennsville,3,2,"9,147","8,888","9,182","8,539","9,234",70.33,69.29,72.43,68.32,74.13,26.27,26.19,26.86,21.34,-,20.37,20.38,23.99,22.28,-,41.11,34.44,68.26,40.87,54.53
Salem,Elsinboro,3,2,865,840,858,811,844,85.73,84.25,87.02,83.09,86.65,25.78,25.6,28.09,26.67,-,25.09,24.29,26.81,25.45,-,50.75,42.62,76.11,57.83,62.2
Salem,Lower Alloways Creek,3,2,"1,319","1,274","1,325","1,255","1,321",76.15,74.37,74.35,74.35,78.87,37.98,39.01,37.21,26.8,-,25.25,25.35,28.38,26.6,-,58,46.39,77.13,52.19,61.92
Camden,Berlin Twp,6,1,"3,796","5,031","3,718","3,851","3,949",70.79,92.58,67.44,69.01,69.98,38.87,39.79,41.28,42.49,-,10.68,11.88,14.85,16.34,-,30.14,12.6,67.43,35,52.9
Camden,Camden,5,1,"48,593","39,178","41,855","41,757","42,264",62.84,51.47,56.24,56.03,57.13,31.18,40.65,46.42,51.9,-,1.9,2.06,2.52,3.18,-,18.86,14.86,50.39,19.2,32.82
Camden,Bellmawr,5,1,"7,935","7,282","7,365","7,672","7,800",69.28,63.53,64.17,66.78,68.58,43.3,43.89,47.06,50.41,-,10.5,10.95,13.19,14.32,-,41.71,19.07,70.06,34.11,56.55
Camden,Gloucester City,5,1,"7,139","6,253","6,627","6,599","6,762",63.08,55.19,58.44,58.18,60.14,41.42,44.57,45.82,47.52,-,9.34,9.87,11.47,12.77,-,30.41,19.03,62.22,31.57,45.58
Camden,Collingswood,6,1,"10,905",921,"10,535","10,525","10,792",78.1,6.58,75.2,75.03,77.55,37.23,41.7,49.18,52.02,-,14.19,12.82,13.63,13.66,-,36.41,246.47,71.37,43.17,62.62
Camden,Clementon,4,1,"3,386","2,934","3,143","3,146","3,263",68.54,59.31,63.82,63.44,65.99,32.08,34.84,38.95,40.36,-,12.38,12.75,13.91,14.71,-,32.22,25.73,63.28,32.36,47.1
Camden,Cherry Hill,6,1,"54,487","52,318","54,146","54,261","55,288",76.29,73.34,75.89,75.91,77.86,34.9,37.48,41.27,43.25,-,16.32,15.96,17.18,17.7,-,34.78,22.93,70.05,38.83,58.38
Camden,Hi-Nella,6,1,659,545,587,603,622,76.81,63.37,67.78,69.55,72.33,33.16,34.02,40.22,43.26,-,9.89,10.54,12.66,15.06,-,24.58,18.17,66.1,27.2,45.98
Camden,Haddon Twp,6,1,"11,658","10,771","11,474","11,504","11,895",80.29,74.06,78.18,78.23,81.65,36.12,38,42.97,44.36,-,19.29,18.15,18.99,19.21,-,39.75,24.35,74.95,45.4,64.13
Camden,Haddon Heights,5,1,"5,979","5,544","5,866","5,957","6,110",81.07,73.78,77.76,78.51,81.02,33.02,36.1,39.87,41.34,-,22.82,22.06,22.8,23.05,-,46.53,28.73,77.02,51.23,66.76
Somerset,Bernardsville,25,7,"5,760","5,438","5,802","5,790","6,043",74.27,69.71,74.34,74.09,78.62,17.93,18.19,21.34,22.04,-,47.78,47.32,45.85,45.72,-,46.44,30.54,73.42,47.37,63.54
Somerset,Bernards Twp,21,7,"19,815","18,682","20,283","20,356","20,918",73.78,69.17,75.18,75.22,76.89,18.78,18.88,22.43,23.6,-,36.43,36.52,36.98,37.22,-,40.27,16.61,72.18,43.73,62.27
Salem,Woodstown,3,2,"2,503","2,451","2,584","2,379","2,583",72.47,69.55,74.17,68.88,74.93,25.45,25.74,28.75,28.47,-,23.77,23.91,26.12,22.48,-,44.67,37.29,69.27,47.37,60.2
Salem,Salem,3,2,"3,230","3,059","3,155","2,675","3,122",64.98,62.51,65.4,56.03,65.77,47.18,47.5,49.35,47.27,-,6.01,6.02,6.62,5.85,-,33.68,23.73,53.82,32.04,40.01
Salem,Quinton,3,2,"1,766","1,739","1,777","1,637","1,763",67.38,67.69,72.74,65.77,71.64,28.82,28.41,28.87,25.18,-,23.22,23.23,26.17,24.47,-,44.39,29.44,69.33,43.92,56.49
Salem,Pilesgrove,3,2,"3,041","2,975","3,090","2,973","3,116",76.66,73.22,76.77,74.46,78.1,23.02,22.05,24.43,22.99,-,28.77,29.11,31.2,28.17,-,51.23,29.11,74.6,47.86,61.94
Passaic,Hawthorne,38,9,"12,349","12,065","12,987","13,127","13,517",64.83,63.25,68.57,68.72,71.95,25.35,25.39,28.77,29.54,-,30.7,29.97,30.29,32.58,-,34.09,24.1,72.25,38.41,54.58
Passaic,Little Falls,40,11,"9,679","9,280","9,870","9,713","9,782",66.68,63.85,68.43,66.98,67.17,23.51,23.71,27.74,29.04,-,19.35,19.54,20.89,21.64,-,34.06,16.56,66.51,35.53,53.3
Passaic,Passaic,36,9,"26,561","26,005","28,690","29,427","30,135",37.14,36.58,40.62,41.3,43.08,39.8,39.1,43.41,44.21,-,7.97,8.11,9.05,9.6,-,24.65,15.89,58.51,21.68,39.59
Somerset,Bedminster,23,7,"6,654","6,337","6,766","6,813","7,106",81.02,76.9,82.34,82.98,88.09,19.76,20.44,23.96,24.76,-,33.96,34.29,35.5,36.31,-,36.13,18.42,70.75,41.27,59.64
Somerset,South Bound Brook,23,12,"2,644","2,498","2,704","2,695","2,767",57.64,54.05,58.64,57.87,60.52,27.23,27.54,33.32,34.4,-,17.78,17.53,18.82,18.63,-,33.02,26.78,68.75,38.44,53.23
Warren,Washington Twp,23,5,"4,743","4,805","5,110","4,884","4,992",73.17,74.32,79.09,75.59,77.74,14.82,14.83,18.18,18.88,-,35.6,35.16,41.7,41.01,-,34.09,13.19,67.51,42.44,56.79
Sussex,Stillwater,24,5,"3,106","2,998","3,109","3,117","3,180",78.14,76.44,78.77,79.52,81.69,15.58,15.51,19.33,19.79,-,44.33,45.2,45.71,45.52,-,35.83,21.15,74.46,44.27,58.93
Burlington,Washington Twp,9,2,511,513,534,518,550,75.93,76.11,76.83,72.96,77.46,15.46,15.2,17.79,18.34,-,47.95,47.95,46.44,45.95,-,44.03,27.1,71.16,39.77,60.36
Burlington,Tabernacle,9,3,"5,178","5,246","5,442","5,422","5,466",74.46,75.44,78.96,78.79,80.12,18.87,18.45,20.03,19.96,-,36.83,36.08,40.7,40.52,-,40.92,21.52,71.76,41.35,59.44
Burlington,Wrightstown,12,3,297,309,339,345,346,37.36,38.82,43.07,43.95,44.47,26.6,25.57,28.91,32.46,-,28.62,27.51,28.02,27.54,-,30.3,14.56,61.36,27.83,45.38
Burlington,Willingboro,7,3,"21,903","21,977","23,163","22,773","23,436",68.87,70.28,73.04,71.03,73.5,58.71,57.88,62.25,64.47,-,5.48,5.2,5.34,5.48,-,45.02,25.48,72.14,39.91,59.7
Camden,Barrington,5,1,"5,127","4,711","5,279","4,905","4,958",75.11,69.11,77.72,72.33,74.19,33.67,35.15,38.96,41.13,-,17.4,17.46,18.2,18.47,-,34.13,20,64.97,38.35,56.45
Camden,Audubon,5,1,"6,701","6,260","6,532","6,543","6,626",76.93,71.71,74.85,74.92,76.52,34.5,35.93,40.18,42.42,-,17.58,16.59,17.77,18.53,-,33.91,20.61,73.15,43.13,59.67
Passaic,Woodland Park,40,11,"8,469","8,363","9,025","9,129","9,256",68.28,66.81,71.37,71.13,73.38,30.64,30.25,34.14,34.91,-,18.55,18.95,19.9,20.86,-,36.72,25.36,69.54,39.57,55.1
Passaic,West Milford,26,5,"17,765","17,290","18,451","18,501","18,959",66.71,64.59,69.35,68.89,71.84,19.29,19.2,21.49,21.76,-,30.18,31.08,34.31,35.47,-,38.4,30.83,71.95,43.07,57.21
Salem,Carneys Point,3,2,"5,259","5,133","5,409","4,975","5,348",66.33,65.42,69.6,64.59,69.39,31.03,30.72,33.96,32.93,-,17.17,17.07,18.69,16.09,-,42.86,29.75,63.23,38.81,50.17
Passaic,Prospect Park,35,9,"3,421","3,309","3,664","3,716","3,772",57.68,55.59,61.97,62.31,64.38,52.88,51.44,59.12,59.15,-,9.09,8.88,8.98,9.63,-,38.06,17.71,64.11,30.6,51.35
Passaic,Paterson,35,9,"76,458","74,075","81,282","81,488","85,217",52.1,50.13,55.29,54.81,58.52,45.44,44.96,48.88,51.04,-,3.86,3.91,4.31,5.1,-,25.01,14.72,56.51,23.31,39.08
Passaic,Wanaque,39,11,"7,522","7,349","7,835","7,966","8,754",65.71,62.03,66.63,66.42,74.56,22.47,22.51,26.2,26.55,-,29.95,29.6,30.78,31.23,-,36.47,26.28,72.25,40.62,54.95
Passaic,Totowa,40,11,"7,195","7,135","7,616","7,712","7,581",65.79,65.02,69.85,71.3,70.17,18.74,18.54,21.24,21.51,-,37.87,37.41,38.06,41.78,-,45.06,33.88,73.1,45.77,61.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Registered Voters,Registered Voters,Registered Voters,Registered Voters,Registered Voters,Registered Voters as  % of Population,Registered Voters as  % of Population,Registered Voters as  % of Population,Registered Voters as  % of Population,Registered Voters as  % of Population,% Democrats,% Democrats,% Democrats,% Democrats,% Democrats,% Republicans,% Republicans,% Republicans,% Republicans,% Republicans,Voter Turnout (%),Voter Turnout (%),Voter Turnout (%),Voter Turnout (%),Voter Turnout (%),,,
County  ,2014,2015,2016,2017,2018,2014,2015,2016,2017,2018,2014,2015,2016,2017,2018,2014,2015,2016,2017,2018,2014,2015,2016,2017,2018,,,
Atlantic,"171,689","164,629","175,492","180,018","184,782",62.38,60.04,64.76,66.69,69.62,29.47,29.13,32.36,33.18,-,24.3,24.4,25.26,25.47,-,38.48,29.68,68.05,38.65,52.3,,,
Bergen,"519,007","542,466","588,362","559,538","567,568",55.59,57.8,62.65,59,60.59,30.89,30.42,34.53,35.3,-,20.01,19.82,21.39,21.38,-,44.15,27.17,72.5,41.72,62.41,,,
Burlington,"292,469","296,493","314,051","310,389","318,872",65.03,65.85,69.9,69.19,71.59,32.33,31.75,35.26,36.29,-,23.17,22.75,23.91,24.56,-,41.89,22.56,71.52,40.75,60.13,,,
Camden,"364,526","319,870","347,760","348,779","356,954",71.33,62.61,68.17,68.29,70.39,35.4,39.37,43.35,45.78,-,12.16,12.54,13.8,14.58,-,31.83,21.46,66.53,35.4,52.54,,,
Cape May,"67,989","67,218","70,801","70,278","71,802",71.31,70.96,74.98,75.12,77.57,20.01,19.51,22.19,22.67,-,39.47,38.48,39.99,40.09,-,45.65,31.53,70.45,44.36,58.65,,,
Cumberland,"88,859","87,303","91,639","89,420","90,538",56.46,56.02,59.58,58.62,59.97,27.84,27.45,30.54,31.93,-,16.78,16.67,18.19,19.27,-,33.26,18.25,60.09,32.89,46.43,,,
Essex,"488,341","491,439","534,447","491,010","510,206",61.37,61.63,67.06,60.75,63.79,45.92,45.12,0,51.24,-,8.99,8.78,0,9.93,-,29.53,12.28,58.95,33.61,50.94,,,
Gloucester,"196,386","198,313","206,503","206,681","213,521",67.5,68.04,70.64,70.73,73.27,35.62,35.11,37.52,38.33,-,18.89,18.85,20.66,21.57,-,38.06,24.1,69.03,38.29,54.33,,,
Hudson,"317,977","311,500","347,277","346,703","364,056",47.52,46.16,51.22,50.13,53.85,51.69,49.99,53.24,54.88,-,8,7.9,8.79,9.35,-,29.05,16.29,64.28,34.26,48.52,,,
Hunterdon,"91,219","90,547","96,356","96,339","98,598",72.36,72.16,77.29,77.03,79.06,19.53,19.27,22.38,23.09,-,38.46,38.25,39.33,39.44,-,42.02,24.38,75.46,48,65.2,,,
Mercer,"222,476","217,995","235,447","233,743","243,230",59.88,58.7,63.46,62.38,65.77,38.13,37.31,41.72,42.86,-,14.51,14.27,15.09,15.22,-,37.13,24.34,67.84,40.31,53.33,,,
Middlesex,"477,653","480,203","518,740","496,533","513,228",57.12,57.11,61.97,58.91,61.86,36.4,35.88,38.92,40.98,-,12.45,12.33,13.79,14.66,-,30.6,20.83,64.1,36.3,50.84,,,
Monmouth,"428,212","418,830","446,831","445,523","457,221",68.05,66.62,71.4,71.13,73.58,23.8,23.36,26.36,27.18,-,22.98,23,25.58,26.54,-,36.44,25.07,72.39,42.04,58.47,,,
Morris,"329,199","326,697","351,541","351,970","364,147",65.88,65.4,70.53,70.44,73.68,21.19,20.91,24.27,25.47,-,34.54,34.39,35.26,35.51,-,36.38,19.27,72.79,41.9,60.74,,,
Ocean,"381,491","377,815","401,209","400,098","408,860",65.07,64.18,67.71,66.91,67.96,19.39,18.91,20.96,21.24,-,28.48,28.4,31.45,32.66,-,37.92,22.77,69.89,40.15,55.96,,,
Passaic,"285,451","278,479","302,521","305,640","314,890",56.1,54.51,59.56,59.62,62.56,32.9,32.47,36.3,37.49,-,17.65,17.62,18.53,19.46,-,32.18,21.4,65.61,31.99,49.12,,,
Salem,"44,098","43,030","44,748","41,522","44,766",68.14,67.05,70.54,66.13,71.5,29.12,29.09,30.65,27.86,-,20.73,20.76,23.16,20.9,-,42.95,30.81,67.15,42.19,53.96,,,
Somerset,"216,994","206,856","223,850","225,260","233,564",65.25,62,67.07,67.16,70.53,25.72,26.1,30.25,31.48,-,24.6,24.64,25.51,25.96,-,35.94,22.07,71.72,41.47,59.21,,,
Sussex,"101,946","98,235","103,839","103,881","106,335",70.35,68.37,72.86,73.32,75.52,16.09,16.39,18.93,19.71,-,38.48,39.76,40.15,40.69,-,35.89,21.66,72.65,41.27,57.66,,,
Union,"307,440","306,581","329,324","326,459","338,107",55.6,55.16,59.27,57.89,60.59,42.19,41.15,44.54,46.16,-,14.13,13.76,14.62,15.02,-,36.26,20.47,68.87,38.36,55.82,,,
Warren,"71,247","72,300","77,522","73,870","76,415",66.64,67.65,72.71,69.17,72.24,19.44,19.33,22.93,23.37,-,32.89,32.56,38.95,38.4,-,34.9,18.52,64.96,39.15,54.41,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey State Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registered Voters,Registered Voters,Registered Voters,Registered Voters,Registered Voters,Registered Voters as  % of Population,Registered Voters as  % of Population,Registered Voters as  % of Population,Registered Voters as  % of Population,Registered Voters as  % of Population,% Democrats,% Democrats,% Democrats,% Democrats,% Democrats,% Republicans,% Republicans,% Republicans,% Republicans,% Republicans,Voter Turnout (%),Voter Turnout (%),Voter Turnout (%),Voter Turnout (%),Voter Turnout (%),,,,
2014,2015,2016,2017,2018,2014,2015,2016,2017,2018,2014,2015,2016,2017,2018,2014,2015,2016,2017,2018,2014,2015,2016,2017,2018,,,,
"5,464,669","5,396,799","5,808,260","5,703,654","5,877,660",61.14,60.25,64.94,63.33,65.98,32.4,32.14,28.71,36.9,-,19.55,19.63,18.39,21.56,-,35.77,21.73,68.08,38.54,55.26,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DISCLAIMER: The information in the website may be used, downloaded, reproduced or reprinted provided",,,,,,,,,,,,,,,,,,,,,,,,,,,,
that appropiate acknowledgment appears in all copies or works created with the downloaded information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You may not use or misrepresent our name, logos, trademarks, other intellectual property or materials for your own use or reprint.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey Data Book(SM)  Rutgers Center for Goverment Services, New Brunswick, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey Data Book is a Service Mark of the Rutgers Center for Goverment Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
